[13B-REW 5.08][DL-340XB][AEM 30-0334 X Series]
Time(s)	Clock    	Switches        	RPM	PIM	PIM V	TPS V	InjFrPr	Inj +/-	IGL	IGT	FuelT	Oil	PC%	WG%	WtrT	AirT	Knock	BatV	Speed	???(2)	O2S	???	InjFrSc	AN1-AN2 Wide Band O2	AN2 raw	
1.642	20:30:17.467	0000100000111011	1484	6685	2.025	.537	3.328	272	24	22	175	16	1	1	58	36	0	13.9	0	142	4.4	76	0	17.76	0.000	
1.696	20:30:17.521	0000100000111011	1468	6805	2.046	.537	3.406	272	23	22	175	16	1	1	58	36	0	14	0	142	4.4	76	0	17.76	0.000	
1.744	20:30:17.569	0000100000111011	1515	6909	2.061	.537	3.375	272	24	22	175	16	1	1	58	36	0	13.9	0	142	4.4	76	0	17.76	0.000	
1.794	20:30:17.619	0000100000111011	1575	6837	2.032	.537	3.296	272	24	22	175	16	1	1	58	36	0	14	0	142	4.4	76	0	17.76	0.000	
1.846	20:30:17.671	0000100000111011	1587	6629	2.008	.537	2.835	272	24	23	175	16	1	1	58	36	0	14	0	142	4.4	76	0	17.76	0.000	
1.893	20:30:17.718	0000100000111011	1504	6613	2.006	.537	3.023	272	24	23	175	16	1	1	58	36	0	13.9	0	142	4.4	76	0	17.76	0.000	
1.943	20:30:17.768	0000100000111011	1434	6725	2.037	.537	3.367	272	23	22	175	16	1	1	58	36	0	13.9	0	142	4.4	76	0	17.76	0.000	
1.996	20:30:17.821	0000100000111011	1389	6989	2.093	.537	3.757	272	22	21	175	16	1	1	58	36	0	14	0	142	4.4	76	0	17.76	0.000	
2.046	20:30:17.871	0000100000111011	1478	7037	2.089	.537	3.476	272	22	21	175	18	1	1	58	36	0	14	0	142	4.4	76	0	17.76	0.000	
2.095	20:30:17.920	0000100000111011	1546	6933	2.063	.537	3.359	272	24	22	175	17	1	1	58	36	2	14	0	142	4.4	76	0	17.76	0.000	
2.145	20:30:17.970	0000100000111011	1623	6749	2.022	.537	3.062	272	25	23	175	16	1	1	58	36	0	14	0	142	4.4	76	0	17.76	0.000	
2.192	20:30:18.017	0000100000111011	1559	6589	2.002	.537	2.984	272	24	23	175	16	1	1	58	36	0	13.9	0	142	4.4	76	0	17.76	0.000	
2.244	20:30:18.069	0000100000111011	1498	6629	2.019	.537	3.281	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.294	20:30:18.119	0000100000111011	1425	6885	2.058	.537	3.632	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.343	20:30:18.168	0000100000111011	1510	6997	2.071	.537	3.492	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.394	20:30:18.219	0000100000111011	1665	6749	2.027	.537	2.953	272	25	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
2.444	20:30:18.269	0000100000111011	1634	6525	1.99	.537	2.843	272	25	24	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.494	20:30:18.319	0000100000111011	1570	6453	1.979	.537	2.757	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.545	20:30:18.370	0000100000111011	1481	6629	2.013	.537	3.359	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
2.593	20:30:18.418	0000100000111011	1458	6781	2.048	.537	3.453	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.645	20:30:18.470	0000100000111011	1560	6869	2.054	.537	3.39	272	24	22	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
2.693	20:30:18.518	0000100000111011	1598	6757	2.025	.537	3.101	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.744	20:30:18.569	0000100000111011	1584	6533	1.991	.537	2.828	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
2.794	20:30:18.619	0000100000111011	1474	6661	2.016	.537	3.195	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
2.843	20:30:18.668	0000100000111011	1401	6821	2.053	.537	3.585	272	23	21	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
2.894	20:30:18.720	0000100000111011	1415	7045	2.093	.537	3.89	272	22	20	175	17	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.943	20:30:18.768	0000100000111011	1576	6981	2.072	.537	3.335	272	24	22	175	18	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
2.996	20:30:18.821	0000100000111011	1646	6701	2.023	.537	2.984	272	25	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.044	20:30:18.869	0000100000111011	1605	6605	2.001	.537	2.804	272	25	24	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.094	20:30:18.919	0000100000111011	1551	6533	1.993	.537	2.984	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
3.143	20:30:18.968	0000100000111011	1562	6653	2.014	.537	2.992	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.195	20:30:19.020	0000100000111011	1565	6669	2.012	.532	2.96	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.245	20:30:19.070	0000100000111011	1477	6677	2.019	.537	3.031	272	24	22	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
3.294	20:30:19.119	0000100000111011	1491	6829	2.056	.537	3.328	272	23	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.345	20:30:19.170	0000100000111011	1500	6917	2.065	.537	3.445	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.394	20:30:19.219	0000100000111011	1574	6893	2.055	.537	3.351	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.445	20:30:19.270	0000100000111011	1588	6717	2.025	.537	2.976	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.493	20:30:19.318	0000100000111011	1589	6589	2.006	.537	2.804	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.545	20:30:19.370	0000100000111011	1492	6677	2.019	.537	3.109	272	24	22	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
3.594	20:30:19.419	0000100000111011	1437	6781	2.054	.537	3.429	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.643	20:30:19.468	0000100000111011	1495	6941	2.07	.537	3.39	272	23	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.692	20:30:19.517	0000100000111011	1552	6861	2.048	.537	3.398	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.742	20:30:19.567	0000100000111011	1572	6717	2.02	.537	3.046	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.795	20:30:19.620	0000100000111011	1488	6605	2.005	.537	2.992	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.845	20:30:19.670	0000100000111011	1415	6757	2.043	.537	3.726	272	23	21	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
3.894	20:30:19.719	0000100000111011	1430	6973	2.082	.537	3.648	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
3.945	20:30:19.770	0000100000111011	1517	7085	2.094	.537	3.515	272	23	21	175	18	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
3.994	20:30:19.819	0000100000111011	1658	6829	2.048	.537	3	272	25	23	175	16	1	1	59	36	2	14	0	140	4.4	76	0	17.76	0.000	
4.045	20:30:19.870	0000100000111011	1662	6589	1.995	.537	2.89	272	25	24	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.092	20:30:19.917	0000100000111011	1589	6565	1.996	.537	2.789	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.146	20:30:19.971	0000100000111011	1542	6589	2.001	.537	2.914	272	24	23	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
4.195	20:30:20.020	0000100000111011	1540	6709	2.026	.537	3.07	272	24	22	175	16	1	1	59	36	2	14	0	140	4.4	76	0	17.76	0.000	
4.244	20:30:20.069	0000100000111011	1570	6693	2.022	.537	2.921	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.294	20:30:20.119	0000100000111011	1593	6637	2.001	.537	2.835	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.345	20:30:20.170	0000100000111011	1538	6509	1.989	.537	3.015	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
4.395	20:30:20.220	0000100000111011	1468	6573	2.021	.537	3.39	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.444	20:30:20.269	0000100000111011	1372	6941	2.074	.537	3.828	272	22	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.496	20:30:20.321	0000100000111011	1381	7109	2.102	.537	3.773	272	21	20	175	18	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.546	20:30:20.371	0000100000111011	1477	7157	2.103	.537	3.625	272	22	21	175	18	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.594	20:30:20.419	0000100000111011	1623	6893	2.049	.537	3.093	272	25	23	175	17	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.645	20:30:20.470	0000100000111011	1591	6661	2.015	.537	2.921	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
4.694	20:30:20.519	0000100000111011	1524	6597	2.01	.537	2.984	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.744	20:30:20.569	0000100000111011	1456	6773	2.04	.537	3.296	272	23	21	175	16	1	1	59	36	2	14	0	140	4.4	76	0	17.76	0.000	
4.795	20:30:20.620	0000100000111011	1452	6933	2.069	.537	3.554	272	23	21	175	16	1	1	59	36	4	14	0	140	4.4	76	0	17.76	0.000	
4.844	20:30:20.669	0000100000111011	1586	6797	2.033	.537	3.39	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.896	20:30:20.721	0000100000111011	1586	6613	2.006	.537	2.953	272	24	23	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
4.944	20:30:20.769	0000100000111011	1524	6573	2.001	.537	3.132	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
4.994	20:30:20.819	0000100000111011	1454	6621	2.028	.537	3.476	272	23	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.043	20:30:20.868	0000100000111011	1389	6981	2.08	.537	3.882	272	22	21	175	16	1	1	59	36	0	14	0	140	4.38	76	0	17.72	0.000	
5.095	20:30:20.920	0000100000111011	1406	7157	2.108	.537	3.867	272	22	20	175	18	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.144	20:30:20.969	0000100000111011	1569	6909	2.062	.537	3.312	272	24	22	175	18	1	1	59	36	5	13.9	0	140	4.4	76	0	17.76	0.000	
5.196	20:30:21.021	0000100000111011	1602	6765	2.024	.537	3.023	272	25	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.245	20:30:21.070	0000100000111011	1498	6669	2.02	.537	3.078	272	24	22	175	16	1	1	59	36	0	13.9	0	140	4.4	76	0	17.76	0.000	
5.295	20:30:21.120	0000100000111011	1431	6789	2.05	.537	3.453	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.346	20:30:21.171	0000100000111011	1383	7061	2.092	.537	3.843	272	21	20	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
5.396	20:30:21.221	0000100000111011	1501	7149	2.1	.537	3.359	272	23	21	175	18	1	1	59	36	5	14	0	140	4.4	76	0	17.76	0.000	
5.445	20:30:21.270	0000100000111011	1662	6853	2.049	.537	3.179	272	25	23	175	16	1	1	59	36	2	14	0	140	4.4	76	0	17.76	0.000	
5.495	20:30:21.320	0000100000111011	1650	6549	1.995	.537	2.828	272	25	24	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.547	20:30:21.372	0000100000111011	1609	6461	1.983	.537	2.742	272	25	24	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.597	20:30:21.422	0000100000111011	1525	6597	2.009	.537	2.992	272	24	23	175	16	1	1	59	36	0	13.9	0	140	4.279	76	0	17.48	0.000	
5.644	20:30:21.469	0000100000111011	1511	6717	2.022	.537	3.226	272	24	22	175	16	1	1	59	36	0	14	0	140	4.208	76	0	17.31	0.000	
5.695	20:30:21.520	0000100000111011	1590	6677	2.014	.537	3.031	272	24	22	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
5.747	20:30:21.572	0000100000111011	1583	6605	2.006	.537	2.789	272	24	23	175	16	1	1	59	36	4	14	0	140	4.4	76	0	17.76	0.000	
5.794	20:30:21.619	0000100000111011	1533	6621	2.01	.532	2.89	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.844	20:30:21.669	0000100000111011	1442	6701	2.023	.537	3.226	272	23	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.893	20:30:21.718	0000100000111011	1395	6869	2.063	.537	3.843	272	22	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
5.944	20:30:21.769	0000100000111011	1434	6997	2.091	.537	3.648	272	23	21	175	18	1	1	59	36	2	14	0	140	4.4	76	0	17.76	0.000	
5.994	20:30:21.819	0000100000111011	1520	6925	2.062	.537	3.406	272	24	22	175	16	1	1	59	36	5	14	0	140	4.4	76	0	17.76	0.000	
6.043	20:30:21.868	0000100000111011	1539	6789	2.032	.537	3.289	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.094	20:30:21.919	0000100000111011	1468	6733	2.032	.537	3.46	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.142	20:30:21.967	0000100000111011	1400	6837	2.063	.537	3.82	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.193	20:30:22.018	0000100000111011	1377	7029	2.103	.537	3.921	272	21	20	175	17	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.243	20:30:22.068	0000100000111011	1520	7069	2.084	.537	3.515	272	23	21	175	18	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.294	20:30:22.119	0000100000111011	1643	6773	2.032	.537	2.96	272	25	23	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
6.346	20:30:22.171	0000100000111011	1589	6629	2.008	.537	2.851	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.393	20:30:22.218	0000100000111011	1502	6677	2.02	.537	3.078	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.443	20:30:22.268	0000100000111011	1506	6781	2.041	.537	3.304	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.495	20:30:22.320	0000100000111011	1559	6853	2.047	.537	3.273	272	24	22	175	16	1	1	59	36	2	14	0	140	4.4	76	0	17.76	0.000	
6.546	20:30:22.371	0000100000111011	1589	6637	2.011	.537	2.937	272	24	23	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
6.593	20:30:22.418	0000100000111011	1551	6589	2.006	.537	2.804	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.645	20:30:22.470	0000100000111011	1457	6669	2.02	.537	3.5	272	23	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.695	20:30:22.520	0000100000111011	1409	6925	2.082	.537	3.812	272	23	21	175	16	1	1	59	36	0	14	0	140	4.38	76	0	17.72	0.000	
6.745	20:30:22.570	0000100000111011	1516	6997	2.08	.537	3.476	272	24	22	175	18	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.796	20:30:22.621	0000100000111011	1595	6853	2.041	.537	3.343	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.845	20:30:22.670	0000100000111011	1646	6613	1.999	.537	2.796	272	25	24	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.895	20:30:22.720	0000100000111011	1546	6533	1.991	.537	2.82	272	24	23	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
6.944	20:30:22.769	0000100000111011	1489	6653	2.023	.537	3.164	272	24	23	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
6.994	20:30:22.819	0000100000111011	1444	6853	2.044	.537	3.476	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
7.043	20:30:22.868	0000100000111011	1452	6845	2.054	.537	3.492	272	23	21	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
7.092	20:30:22.917	0000100000111011	1520	6877	2.057	.537	3.414	272	24	22	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
7.144	20:30:22.969	0000100000111011	1533	6837	2.051	.537	3.312	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
7.193	20:30:23.018	0000100000111011	1550	6773	2.037	.537	3.132	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
7.243	20:30:23.068	0000100000111011	1512	6757	2.04	.537	3.25	272	24	22	175	16	1	1	59	36	0	14	0	140	4.4	76	0	17.76	0.000	
7.293	20:30:23.118	0000100000111011	1540	6797	2.041	.537	3.265	272	24	22	175	16	1	1	59	36	1	14	0	140	4.4	76	0	17.76	0.000	
7.343	20:30:23.168	0000100000111011	1562	6757	2.026	.537	3.125	272	24	22	175	16	1	1	60	36	0	14	0	157	4.4	76	0	17.76	0.000	
7.394	20:30:23.219	0000100000111011	1554	6741	2.029	.537	3.039	272	24	22	175	16	1	1	60	36	6	14	0	156	4.4	76	0	17.76	0.000	
7.446	20:30:23.271	0000100000111011	1569	6685	2.014	.537	2.945	272	24	22	175	16	1	1	60	36	0	14	0	155	4.4	76	0	17.76	0.000	
7.496	20:30:23.321	0000100000111011	1539	6677	2.023	.537	2.914	272	24	22	175	16	1	1	60	36	0	14	0	153	4.4	76	0	17.76	0.000	
7.543	20:30:23.368	0000100000111011	1511	6669	2.018	.537	3.14	272	24	22	175	16	1	1	60	36	0	14	0	153	4.4	76	0	17.76	0.000	
7.593	20:30:23.418	0000100000111011	1487	6677	2.027	.537	3.304	272	24	22	175	16	1	1	60	36	0	14	0	152	4.4	76	0	17.76	0.000	
7.643	20:30:23.468	0000100000111011	1461	6741	2.045	.537	3.46	272	23	22	175	16	1	1	60	36	0	14	0	152	4.4	76	0	17.76	0.000	
7.694	20:30:23.519	0000100000111011	1434	6933	2.07	.537	3.492	272	23	21	175	16	1	1	60	36	0	14	0	151	4.4	76	0	17.76	0.000	
7.744	20:30:23.569	0000100000111011	1455	6989	2.083	.537	3.484	272	23	21	175	16	1	1	60	36	0	14	0	150	4.4	76	0	17.76	0.000	
7.796	20:30:23.621	0000100000111011	1574	6933	2.065	.537	3.289	272	24	22	175	16	1	1	60	36	0	14	0	150	4.4	76	0	17.76	0.000	
7.844	20:30:23.669	0000100000111011	1632	6741	2.028	.537	2.992	272	25	23	175	16	1	1	60	36	0	14	0	150	4.4	76	0	17.76	0.000	
7.895	20:30:23.720	0000100000111011	1588	6613	2	.537	2.796	272	24	23	175	16	1	1	60	36	1	14	0	150	4.4	76	0	17.76	0.000	
7.943	20:30:23.768	0000100000111011	1498	6589	2.003	.537	3.273	272	24	23	175	16	1	1	60	36	0	14	0	150	4.4	76	0	17.76	0.000	
7.995	20:30:23.820	0000100000111011	1460	6797	2.054	.537	3.492	272	23	21	175	16	1	1	60	36	3	14	0	150	4.4	76	0	17.76	0.000	
8.043	20:30:23.868	0000100000111011	1500	6909	2.062	.537	3.398	272	24	22	175	16	1	1	60	36	0	14	0	149	4.4	76	0	17.76	0.000	
8.095	20:30:23.920	0000100000111011	1577	6821	2.033	.537	3.351	272	24	22	175	16	1	1	60	36	0	14	0	149	4.4	76	0	17.76	0.000	
8.143	20:30:23.968	0000100000111011	1567	6653	2.011	.537	2.945	272	24	23	175	16	1	1	60	36	0	14	0	148	4.4	76	0	17.76	0.000	
8.193	20:30:24.018	0000100000111011	1501	6589	2.017	.537	3.25	272	24	23	175	16	1	1	60	36	0	14	0	148	4.4	76	0	17.76	0.000	
8.243	20:30:24.068	0000100000111011	1403	6885	2.062	.537	3.664	272	23	21	175	16	1	1	60	36	0	14	0	148	4.4	76	0	17.76	0.000	
8.295	20:30:24.120	0000100000111011	1402	7037	2.094	.537	3.656	272	22	20	175	18	1	1	60	36	0	14	0	147	4.4	76	0	17.76	0.000	
8.343	20:30:24.168	0000100000111011	1561	7029	2.084	.537	3.375	272	23	21	175	18	1	1	60	36	6	14	0	147	4.4	76	0	17.76	0.000	
8.394	20:30:24.219	0000100000111011	1646	6861	2.041	.537	3.031	272	25	23	175	16	1	1	60	36	0	14	0	147	4.4	76	0	17.76	0.000	
8.446	20:30:24.271	0000100000111011	1658	6597	1.995	.537	2.921	272	25	24	175	16	1	1	60	36	0	14	0	147	4.4	76	0	17.76	0.000	
8.494	20:30:24.319	0000100000111011	1587	6485	1.984	.537	2.828	272	24	23	175	16	1	1	60	36	0	14	0	147	4.4	76	0	17.76	0.000	
8.544	20:30:24.369	0000100000111011	1521	6525	2.008	.537	3.14	272	24	23	175	16	1	1	60	36	0	14	0	147	4.4	76	0	17.76	0.000	
